"name","Provider","Review_Count","Free_Wifi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant","Link","Price_AMD","Price_USD"
"Guest House Komitas","Booking.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13085144-Reviews-Guest_House_Komitas-Yerevan.html",20000,41
"Like Home","Booking.com",2,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13204130-Reviews-Like_Home-Yerevan.html",20250,42
"NUR Hotel","Booking.com",28,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d3596324-Reviews-NUR_Hotel-Yerevan.html",19325,40
"Roomer Hotel","Booking.com",1,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d9459953-Reviews-Roomer_Hotel-Yerevan.html",9992,21
"Paronyan Hostel","Booking.com",3,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12669770-Reviews-Paronyan_Hostel-Yerevan.html",9158,19
"Bliss","Booking.com",2,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12681255-Reviews-Bliss-Yerevan.html",3988,8
"Hostel Inn","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8493168-Reviews-Hostel_Inn-Yerevan.html",9658,20
"Andrievskie Family House","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12514320-Reviews-Andrievskie_Family_House-Yerevan.html",20825,43
"Anush House","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16803586-Reviews-Anush_House-Yerevan.html",12500,26
"Apartment Arami (New Building)","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15751581-Reviews-Apartment_Arami_New_Building-Yerevan.html",14990,31
"Apartment in Yerevan","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16867196-Reviews-Apartment_in_Yerevan-Yerevan.html",8158,17
"Apartments Emili","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16821458-Reviews-Apartments_Emili-Yerevan.html",16667,34
"3/3 Appart Hotel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15639048-Reviews-3_3_Appart_Hotel-Yerevan.html",9990,21
"Armeniainn","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13376306-Reviews-Armeniainn-Yerevan.html",23333,48
"Armino Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15217747-Reviews-Armino_Hostel-Yerevan.html",9908,20
"Aura Hotel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7257619-Reviews-Aura_Hotel-Yerevan.html",14875,31
"Avenue Guest House","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8733895-Reviews-Avenue_Guest_House-Yerevan.html",12492,26
"B&B Aida Yerevan","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12996023-Reviews-B_B_Aida_Yerevan-Yerevan.html",7990,17
"Bungalo Inn","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7608569-Reviews-Bungalo_Inn-Yerevan.html",24148,50
"Carota Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d11778868-Reviews-Carota_Hostel-Yerevan.html",20825,43
"Comfort Hostel","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13302528-Reviews-Comfort_Hostel-Yerevan.html",16538,34
"David's Guest House","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10164341-Reviews-David_s_Guest_House-Yerevan.html",18030,37
"EcoTourism Armenia","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8128405-Reviews-EcoTourism_Armenia-Yerevan.html",13450,28
"Antarayin Hotel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8337672-Reviews-Antarayin_Hotel-Yerevan.html",20250,42
"The Ark Tours & Accommodation Yerevan","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13164230-Reviews-The_Ark_Tours_Accommodation_Yerevan-Yerevan.html",11700,24
"Armenia De Luxe","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12564826-Reviews-Armenia_De_Luxe-Yerevan.html",11083,23
"Arm Home","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13848431-Reviews-Arm_Home-Yerevan.html",15417,32
"Bampy Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15221325-Reviews-Bampy_Hostel-Yerevan.html",16667,34
"Black White","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13815435-Reviews-Black_White-Yerevan.html",19000,39
"Cascade Apartments By Kentron","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16710457-Reviews-Cascade_Apartments_By_Kentron-Yerevan.html",18083,37
"Castel Dghyak Hotel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7726699-Reviews-Castel_Dghyak_Hotel-Yerevan.html",12742,26
"City Center Apartments","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15333476-Reviews-City_Center_Apartments-Yerevan.html",12742,26
"Country House Gyulbenkyan 10","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12700891-Reviews-Country_House_Gyulbenkyan_10-Yerevan.html",21242,44
"Davtashen Guesthouse","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d11925758-Reviews-Davtashen_Guesthouse-Yerevan.html",19835,41
"Eger","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13982906-Reviews-Eger-Yerevan.html",9989,21
"Erzrum Hotel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7907550-Reviews-Erzrum_Hotel-Yerevan.html",12000,25
"Eurasia Interunivers  Hostel","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12661369-Reviews-Eurasia_Interunivers_Hostel-Yerevan.html",18490,38
"Fever Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15278439-Reviews-Fever_Hostel-Yerevan.html",22500,46
"Garden House Baghramyan","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12520269-Reviews-Garden_House_Baghramyan-Yerevan.html",22500,46
"GATA Apartments at Republic Square","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16870551-Reviews-GATA_Apartments_at_Republic_Square-Yerevan.html",8333,17
"Gem Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15012154-Reviews-Gem_Hostel-Yerevan.html",20825,43
"Getar","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6219829-Reviews-Getar-Yerevan.html",9000,19
"Grand Tours Armenia","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15584860-Reviews-Grand_Tours_Armenia-Yerevan.html",8325,17
"GS House","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12599122-Reviews-GS_House-Yerevan.html",6667,14
"Guest House Hospice","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10799655-Reviews-Guest_House_Hospice-Yerevan.html",10825,22
"Guest House on 2 Araratian","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12616571-Reviews-Guest_House_on_2_Araratian-Yerevan.html",6658,14
"Guest House on Zaryan 136","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d11983335-Reviews-Guest_House_on_Zaryan_136-Yerevan.html",8600,18
"Home","Agoda.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15816043-Reviews-Home-Yerevan.html",19939,41
"Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d9707424-Reviews-Hostel-Yerevan.html",18083,37
"Hostel Argo Yerevan","Booking.com",0,"1","1","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15513771-Reviews-Hostel_Argo_Yerevan-Yerevan.html",6667,14
"Hostel Baghramyan","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13010766-Reviews-Hostel_Baghramyan-Yerevan.html",29167,60
"Hostel Compass","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12987655-Reviews-Hostel_Compass-Yerevan.html",8600,18
"Hostel Home","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12491255-Reviews-Hostel_Home-Yerevan.html",10667,22
"Hostel Kompozitor","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12905181-Reviews-Hostel_Kompozitor-Yerevan.html",16667,34
"Hostel Kovcheg","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13338569-Reviews-Hostel_Kovcheg-Yerevan.html",9992,21
"Hostel Moldovakan","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8288254-Reviews-Hostel_Moldovakan-Yerevan.html",25000,52
"Hostel on Bairona 4","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12528018-Reviews-Hostel_on_Bairona_4-Yerevan.html",21250,44
"Hotel Amaras","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13397965-Reviews-Hotel_Amaras-Yerevan.html",13990,29
"Hotel Apollon","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10051437-Reviews-Hotel_Apollon-Yerevan.html",16190,33
"Hotel Gold","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12353865-Reviews-Hotel_Gold-Yerevan.html",13325,28
"Hotel M","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12880529-Reviews-Hotel_M-Yerevan.html",12742,26
"Hotel Sem","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10697882-Reviews-Hotel_Sem-Yerevan.html",8333,17
"Hotel VEM BB on Bagratuniats 3/2","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d11955461-Reviews-Hotel_VEM_BB_on_Bagratuniats_3_2-Yerevan.html",18333,38
"Hovhan Guest House","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10767849-Reviews-Hovhan_Guest_House-Yerevan.html",12500,26
"Hov Hotel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12851589-Reviews-Hov_Hotel-Yerevan.html",7492,15
"Hrashk Hotel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10727175-Reviews-Hrashk_Hotel-Yerevan.html",15000,31
"Inn Delichi","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10553726-Reviews-Inn_Delichi-Yerevan.html",17242,36
"iRoom - Guest House/Hostel in Yerevan","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15208687-Reviews-IRoom_Guest_House_Hostel_in_Yerevan-Yerevan.html",35000,72
"Jasmin Hotel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8465557-Reviews-Jasmin_Hotel-Yerevan.html",14625,30
"Jericho March Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12540489-Reviews-Jericho_March_Hostel-Yerevan.html",9990,21
"Joyful Hostel","Expedia.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12923566-Reviews-Joyful_Hostel-Yerevan.html",12464,26
"Kabayan EG Hostel Armenia","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13530668-Reviews-Kabayan_EG_Hostel_Armenia-Yerevan.html",12492,26
"Kvartiri","Booking.com",0,"1","0","0","0","0","0","1","https://www.tripadvisor.com/Hotel_Review-g293932-d13375292-Reviews-Kvartiri-Yerevan.html",24992,52
"Kvrtira V Sierdtsie Ierievana","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16715204-Reviews-Kvrtira_V_Sierdtsie_Ierievana-Yerevan.html",33325,69
"Lucky Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13966602-Reviews-Lucky_Hostel-Yerevan.html",4992,10
"Luxury Apartments In Center","Hotels.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16660951-Reviews-Luxury_Apartments_In_Center-Yerevan.html",19911,41
"Luxury Hostel in Yerevan","Hotels.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10753688-Reviews-Luxury_Hostel_in_Yerevan-Yerevan.html",19911,41
"Luys Hostel & Guest House","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15030137-Reviews-Luys_Hostel_Guest_House-Yerevan.html",9989,21
"Masiv Hostel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7063615-Reviews-Masiv_Hostel-Yerevan.html",47619,98
"Metax House Yerevan","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15324314-Reviews-Metax_House_Yerevan-Yerevan.html",15990,33
"Mini GuestHouse","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13394150-Reviews-Mini_GuestHouse-Yerevan.html",25000,52
"Modern Apartments In The Centre","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16711710-Reviews-Modern_Apartments_In_The_Centre-Yerevan.html",8325,17
"Monaco Plaza","Expedia.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13386060-Reviews-Monaco_Plaza-Yerevan.html",12469,26
"Monument Guest House","Expedia.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d8287505-Reviews-Monument_Guest_House-Yerevan.html",12678,26
"Motel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12923567-Reviews-Motel-Yerevan.html",24367,50
"Motel on Griboedova","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d11929337-Reviews-Motel_on_Griboedova-Yerevan.html",9990,21
"Motel Uyut","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d11707423-Reviews-Motel_Uyut-Yerevan.html",10117,21
"Nikolos Apartments","Expedia.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16675614-Reviews-Nikolos_Apartments-Yerevan.html",12464,26
"Northern Residence Apartments (New Building)","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16736962-Reviews-Northern_Residence_Apartments_New_Building-Yerevan.html",33325,69
"Onik B & B","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10226137-Reviews-Onik_B_B-Yerevan.html",12492,26
"Open Armenia Apartments","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16797432-Reviews-Open_Armenia_Apartments-Yerevan.html",24992,52
"Opera & Republic Square Apartments","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16803598-Reviews-Opera_Republic_Square_Apartments-Yerevan.html",33325,69
"PAI Armenia Tours and Accommodation","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13498487-Reviews-PAI_Armenia_Tours_and_Accommodation-Yerevan.html",6658,14
"Palazzo Hotel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12641855-Reviews-Palazzo_Hotel-Yerevan.html",24992,52
"Panorama","Agoda.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d9695924-Reviews-Panorama-Yerevan.html",12469,26
"Pinoy Hostel & Tours","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15221336-Reviews-Pinoy_Hostel_Tours-Yerevan.html",10825,22
"Red House","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g13109039-d13082337-Reviews-Red_House-Kasakh_Yerevan.html",25000,52
"Residence Yezeguelian","Agoda.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15872071-Reviews-Residence_Yezeguelian-Yerevan.html",48203,100
"Retro City Apartments At Abovyan Street","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16736905-Reviews-Retro_City_Apartments_At_Abovyan_Street-Yerevan.html",12492,26
"Retrocity Apartments By Opera Theatre","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16800225-Reviews-Retrocity_Apartments_By_Opera_Theatre-Yerevan.html",19990,41
"4 Room Hotel","Expedia.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16828815-Reviews-4_Room_Hotel-Yerevan.html",17417,36
"Room In The Centre","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15055627-Reviews-Room_In_The_Centre-Yerevan.html",43000,89
"Season hotel","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d11728165-Reviews-Season_hotel-Yerevan.html",25833,53
"Shaber Hotel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d7099567-Reviews-Shaber_Hotel-Yerevan.html",11667,24
"Singh International Hostel","Booking.com",0,"0","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15324788-Reviews-Singh_International_Hostel-Yerevan.html",6658,14
"Sunrise Light Hostel & Tours","Agoda.com",0,"1","1","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12857458-Reviews-Sunrise_Light_Hostel_Tours-Yerevan.html",9965,21
"Swiss Hostel","Expedia.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13146445-Reviews-Swiss_Hostel-Yerevan.html",187020,386
"Tamara's Place","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12855133-Reviews-Tamara_s_Place-Yerevan.html",8000,17
"The Transit Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d15263433-Reviews-The_Transit_Hostel-Yerevan.html",5825,12
"Van Gog Spa-Massage Salon","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13338346-Reviews-Van_Gog_Spa_Massage_Salon-Yerevan.html",7990,17
"Van hostel","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d11070551-Reviews-Van_hostel-Yerevan.html",4158,9
"The View Hostel","Booking.com",0,"1","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12907898-Reviews-The_View_Hostel-Yerevan.html",14990,31
"Voyage Central","Agoda.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12613018-Reviews-Voyage_Central-Yerevan.html",11639,24
"Wanderlust","Booking.com",0,"1","0","1","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d12923571-Reviews-Wanderlust-Yerevan.html",13490,28
"Wow guest house in apartment 141","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d16690360-Reviews-Wow_guest_house_in_apartment_141-Yerevan.html",8992,19
"XY Hotel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d10263186-Reviews-XY_Hotel-Yerevan.html",13990,29
"Yerevan Apartel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d6980611-Reviews-Yerevan_Apartel-Yerevan.html",4942,10
"Yerevan Home Hostel","Booking.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13238509-Reviews-Yerevan_Home_Hostel-Yerevan.html",6990,14
"Yerevan Inn Hostel","Expedia.com",0,"0","0","0","0","0","0","0","https://www.tripadvisor.com/Hotel_Review-g293932-d13340483-Reviews-Yerevan_Inn_Hostel-Yerevan.html",10825,22
